# Hybrid P0 (H2) states generated on 05-Nov-2025 18:08:36
# Potential: \Pi_u(braaten)
# Quark masses used: 1.4702 4.8802 [GeV]
#
# Columns:
#   1  mass             (quark mass in GeV)
#   2  J                (total angular momentum)
#   3  n_H              (principal quantum number)
#   4  Energy_H0        (Hybrid energy in GeV)
#   5  Int Y_H0 x Y_H0  (integral for expected value of position (x); in GeV^-1)
#   6  Int Y_H0 Y_H0    (Normalization integral, dimensionless)
# -------------------------------------------------------------------------
  4.8802    4    6      12.07398227   7.75248434e+00   1.00000000e+00
  4.8802    4    7      12.24982903   8.33358864e+00   1.00000000e+00
  4.8802    5    1      11.20933119   4.86575800e+00   1.00000000e+00
  4.8802    5    2      11.41535246   5.57502845e+00   1.00000000e+00
  4.8802    5    3      11.61267553   6.24162931e+00   1.00000000e+00
  4.8802    5    4      11.80264333   6.87606089e+00   1.00000000e+00
  4.8802    5    5      11.98630269   7.48521607e+00   1.00000000e+00
  4.8802    5    6      12.16445781   8.07334093e+00   1.00000000e+00
  4.8802    5    7      12.33772986   8.64209165e+00   1.00000000e+00
  4.8802    6    1      11.31741852   5.27473280e+00   1.00000000e+00
  4.8802    6    2      11.51847564   5.95798969e+00   1.00000000e+00
  4.8802    6    3      11.71176058   6.60499562e+00   1.00000000e+00
  4.8802    6    4      11.89830787   7.22251210e+00   1.00000000e+00
  4.8802    6    5      12.07896108   7.81602352e+00   1.00000000e+00
  4.8802    6    6      12.25441083   8.38990625e+00   1.00000000e+00
  4.8802    6    7      12.42522243   8.94616297e+00   1.00000000e+00
  4.8802    7    1      11.42406272   5.66757384e+00   1.00000000e+00
  4.8802    7    2      11.62045284   6.32703417e+00   1.00000000e+00
  4.8802    7    3      11.80982588   6.95593480e+00   1.00000000e+00
  4.8802    7    4      11.99303943   7.55880035e+00   1.00000000e+00
  4.8802    7    5      12.17079306   8.13948200e+00   1.00000000e+00
  4.8802    7    6      12.34366830   8.70160868e+00   1.00000000e+00
  4.8802    7    7      12.51215421   9.24708757e+00   1.00000000e+00
